-0.06,-0.06,0,0,0,0,0,0,0,0,0.15,-0.15,0,0.12,0.12,0,0,-0.06,-0.06,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.17805e-18,6.17805e-18,1,0,0,-0.000279577,8.55321e-05,0.00065352,0.015518,0.00922148,-9.53848e-05,0.0371833,-0.026645,0.213821,0.139115,0.00317462,0.153957,-0.156673,-0.0903861,0.086074,3.07143e-06,-0.0352311,-0.0363797,0.018275,-0.00905466,0.0221264,0.0280329,-0.0155327,0.130321,-0.0297406,0.0184761,-0.00895598,0.0103824,0.00209065,0.0021526,0.000231863,0.00200348,0.00283471,-0.000592069,-0.00084329,-0.000255473,-0.00617996,0.00487107,0.000516462,-0.000448057,1.3234e-05,0.00025321,0.000751283,6.27457e-05,-1.76133e-05,-0.00222237,-0.0033809,-0.000173808,-0.000279421,-0.00230986,-0.00187782,-7.16618e-05,0.000141868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114617,0.0823928,-0.183154,2.60545,-2.09847,0.513733,-0.460946,0.216034,0.347704,0.405292,0.485052,0.940129,-0.564249,1.0177,-0.169376,-0.794727,-1.05932,-0.224092,0.556468,0.10189,0.950951,-0.728197,0.4384,-0.044482,-0.0507785,-9.53848e-05,0.0371833,-0.026645,0.213821,0.139115,0.00317462,0.153957,-0.156673,0.0596139,-0.063926,3.07143e-06,0.0847689,0.0836203,0.018275,-0.00905466,-0.0378736,-0.0319671,-0.265533,-0.119679,-0.0297406,0.0184761,-0.00895598,0.0103824,-0.044482,-0.0507785,-9.53848e-05,0.0371833,-0.026645,0.213821,0.139115,0.00317462,0.153957,-0.156673,0.0596139,-0.063926,3.07143e-06,0.0847689,0.0836203,0.018275,-0.00905466,-0.0378736,-0.0319671,-0.265533,-0.119679,-0.0297406,0.0184761,-0.00895598,0.0103824,0.999958,-0.000489592,0.000375755,-0.00915009,1,0,0,0,1,0,0,0,1788272341335558
-0.06,-0.06,0,0,0,0,0,0,0,0,0.15,-0.15,0,0.12,0.12,0,0,-0.06,-0.06,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999998,0.00154853,-0.00154862,0.999999,0.00117563,7.77386e-05,-0.00838436,0.11471,0.15448,0.00784891,0.00240165,-0.00215157,0.0380615,-0.0272866,0.210808,0.140372,0.00299006,0.149788,-0.156473,-0.0882339,0.0847845,0.000115009,-0.0252175,-0.0267224,0.00246948,0.00752489,0.0179866,0.0235965,-0.0215928,0.108588,-0.0291355,0.0184885,-0.0148231,0.0258874,-0.717019,-0.643266,-0.192651,0.0797261,-0.0668158,-0.297002,0.0544082,0.0231072,-0.373834,0.0231235,0.188897,-0.123928,0.0159004,0.95707,0.927955,-1.30725,1.37579,-0.39551,-0.422275,-0.535577,-1.87559,0.0452545,-0.000276772,-0.351959,0.901368,-0.114617,0.0823928,-0.183154,2.60545,-2.09847,0.513733,-0.460946,0.216034,0.347704,0.405292,0.485052,0.940129,-0.564249,1.0177,-0.169376,-0.794727,-1.05932,-0.224092,0.556468,0.10189,0.950951,-0.728197,0.4384,-0.384334,0.391112,-0.0348898,1.75003,-1.49383,0.476582,-0.279103,0.201804,0.33451,0.766843,0.958664,1.12906,-0.44812,1.1863,-0.476583,-0.421814,-1.07937,-0.259164,0.654865,-0.128338,0.872136,-0.681967,0.801945,-0.0521511,-0.0575983,-0.00215157,0.0380615,-0.0272866,0.210808,0.140372,0.00299006,0.149788,-0.156473,0.0617661,-0.0652155,0.000115009,0.0947825,0.0932776,0.00246948,0.00752489,-0.0420134,-0.0364035,-0.271593,-0.141412,-0.0291355,0.0184885,-0.0148231,0.0258874,-0.117309,-0.0188036,-0.0366309,0.52109,-0.419693,0.10177,0.0556468,0,0.102747,-0.0921893,0.133062,-0.139811,0,0.228017,0.293852,-0.0794727,0.0950951,0.142646,0.182526,-0.355932,-0.32282,0.175,-0.11285,-0.0224092,0.04384,0.999966,-0.00054078,0.0010845,-0.00821026,1,0,0,0,1,0,0,0,1788272341357294
-0.06,-0.06,0,0,0,0,0,0,0,0,0.15,-0.15,0,0.12,0.12,0,0,-0.06,-0.06,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999968,0.00703217,-0.00703351,0.999975,0.0037097,0.000373181,-0.0299755,0.113829,0.36723,-0.0123818,-0.0130033,-0.00862671,0.0404381,-0.0288956,0.201656,0.139212,0.00618757,0.137996,-0.157741,-0.0840823,0.0810204,0.000178584,0.00349303,-0.00344244,-0.0214042,0.0363272,0.00623884,0.0130737,-0.035279,0.0648885,-0.028285,0.018395,-0.0210971,0.050164,-1.19183,-0.815463,-0.401724,0.152517,-0.0795579,-0.579479,-0.170893,0.29633,-0.72569,-0.128873,0.212778,-0.234569,-0.0148888,1.77367,1.29317,-1.01683,1.38263,-0.730558,-0.587012,-0.756611,-2.26042,0.0334993,-0.0102377,-0.235739,1.0738,-0.384334,0.391112,-0.0348898,1.75003,-1.49383,0.476582,-0.279103,0.201804,0.33451,0.766843,0.958664,1.12906,-0.44812,1.1863,-0.476583,-0.421814,-1.07937,-0.259164,0.654865,-0.128338,0.872136,-0.681967,0.801945,-0.487016,0.336979,-0.0488096,1.99948,-1.49501,0.349567,-0.12584,0.0959683,0.587334,1.15583,1.02287,1.35388,-0.350479,1.4577,-0.496308,-0.490371,-1.11243,-0.181956,0.949857,-0.302071,0.857085,-0.588906,0.934852,-0.0723818,-0.0730033,-0.00862671,0.0404381,-0.0288956,0.201656,0.139212,0.00618757,0.137996,-0.157741,0.0659177,-0.0689796,0.000178584,0.123493,0.116558,-0.0214042,0.0363272,-0.0537612,-0.0469263,-0.285279,-0.185111,-0.028285,0.018395,-0.0210971,0.050164,-0.211709,0.089248,-0.0158738,0.401331,-0.335045,0.113572,0.0625346,0,0.0975454,-0.0667312,0.111558,-0.155927,1.35525e-20,0.223036,0.289234,-0.0533688,0.0895781,0.269189,0.34829,-0.357336,-0.319584,0.175,-0.0965917,-0.0248642,0.0692881,0.999983,-0.000719653,0.0023343,-0.00525584,1,0,0,0,1,0,0,0,1788272341377566
-0.06,-0.06,0,0,0,0,0,0,0,0,0.15,-0.15,0,0.12,0.12,0,0,-0.06,-0.06,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999881,0.0143826,-0.0143895,0.999896,0.00552313,0.00128686,-0.0573053,0.077231,0.330185,-0.038388,-0.0316095,-0.0162137,0.0440275,-0.0305019,0.18772,0.132494,0.0140204,0.123063,-0.159263,-0.0800597,0.075234,-0.000366343,0.0434582,0.02719,-0.0369526,0.0597742,-0.0101971,-0.000809902,-0.0513577,0.0229739,-0.0278984,0.018042,-0.0219021,0.0706611,-1.34769,-1.03685,-0.328958,0.193308,-0.0848717,-0.779983,-0.465757,0.439209,-0.7213,0.000321862,0.185271,-0.334595,-0.0296021,2.11391,1.74505,-0.590518,0.98539,-0.86976,-0.788952,-0.82436,-1.90364,0.00898824,-0.0231643,0.0553111,0.884451,-0.487016,0.336979,-0.0488096,1.99948,-1.49501,0.349567,-0.12584,0.0959683,0.587334,1.15583,1.02287,1.35388,-0.350479,1.4577,-0.496308,-0.490371,-1.11243,-0.181956,0.949857,-0.302071,0.857085,-0.588906,0.934852,-0.488712,0.208903,-0.087396,2.0291,-1.46081,0.0712177,0.0307442,0.0928003,0.580823,1.27956,0.927684,1.40142,-0.265054,1.52953,-0.30805,-0.43952,-1.24526,-0.170544,0.938938,-0.411082,0.710083,-0.708173,1.10643,-0.098388,-0.0916095,-0.0162137,0.0440275,-0.0305019,0.18772,0.132494,0.0140204,0.123063,-0.159263,0.0699403,-0.074766,-0.000366343,0.163458,0.14719,-0.0369526,0.0597742,-0.0701971,-0.0608099,-0.301358,-0.227026,-0.0278984,0.018042,-0.0219021,0.0706611,-0.275969,0.102717,-0.0115955,0.400327,-0.309814,0.13611,0.0852504,0,0.078203,-0.037637,0.103726,-0.172923,0,0.1845,0.376337,-0.0503366,0.0868694,0.443298,0.420491,-0.360071,-0.312098,0.175,-0.0780446,-0.0201962,0.086226,0.999993,-0.00119822,0.0032028,-0.00163806,1,0,0,0,1,0,0,0,1788272341397400
-0.06,-0.06,0,0,0,0,0,0,0,0,0.15,-0.15,0,0.12,0.12,0,0,-0.06,-0.06,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999785,0.0195781,-0.0195944,0.999805,0.00675868,0.00245983,-0.0545601,0.0587289,0.202391,-0.0654676,-0.0550146,-0.0213078,0.0478211,-0.0324958,0.170895,0.120528,0.0218782,0.109766,-0.156941,-0.0766792,0.0675383,-0.000542779,0.0863114,0.0669125,-0.0449104,0.0737399,-0.0278884,-0.0186646,-0.0684685,-0.0102338,-0.0280418,0.017516,-0.020023,0.0888733,-1.33878,-1.2714,-0.196892,0.181538,-0.114221,-0.877234,-0.692207,0.321398,-0.6159,0.206664,0.15865,-0.425435,0.012256,2.1257,2.16565,-0.260961,0.476403,-0.885355,-0.969541,-0.873962,-1.46544,-0.0412791,-0.0277161,0.0979077,0.816653,-0.488712,0.208903,-0.087396,2.0291,-1.46081,0.0712177,0.0307442,0.0928003,0.580823,1.27956,0.927684,1.40142,-0.265054,1.52953,-0.30805,-0.43952,-1.24526,-0.170544,0.938938,-0.411082,0.710083,-0.708173,1.10643,-0.452924,0.0227142,-0.135605,1.99265,-1.48117,-0.221362,0.168934,0.164511,0.45688,1.2809,0.717893,1.33333,-0.197814,1.51952,-0.0171658,-0.377955,-1.48201,-0.191624,0.739727,-0.554406,0.532834,-0.909884,1.28238,-0.125468,-0.115015,-0.0213078,0.0478211,-0.0324958,0.170895,0.120528,0.0218782,0.109766,-0.156941,0.0733208,-0.0824617,-0.000542779,0.206311,0.186912,-0.0449104,0.0737399,-0.0878884,-0.0786646,-0.318469,-0.260234,-0.0280418,0.017516,-0.020023,0.0888733,-0.29584,0.0619312,-0.0157141,0.404173,-0.297458,0.1479,0.0913008,0,0.0334314,-0.00698691,0.114554,-0.185653,-5.42101e-20,0.17183,0.400189,-0.0458674,0.0757666,0.538836,0.408837,-0.370189,-0.318202,0.175,-0.0605209,-0.017997,0.103318,0.999991,-0.00177465,0.0038047,0.00083504,1,0,0,0,1,0,0,0,1788272341417205
-0.06,-0.06,0,0,0,0,0,0,0,0,0.15,-0.15,0,0.12,0.12,0,0,-0.06,-0.06,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0230417,-0.0230676,0.999729,0.00818297,0.00324337,-0.0152806,0.0839425,0.168167,-0.0926485,-0.082382,-0.0250872,0.0506697,-0.0353713,0.1533,0.104755,0.0242957,0.0974452,-0.151192,-0.0733394,0.0580345,0.000367222,0.128316,0.112517,-0.047502,0.0773744,-0.0453958,-0.0392226,-0.0876166,-0.0364553,-0.028811,0.0171593,-0.0191242,0.107413,-1.35694,-1.40001,-0.196354,0.0946022,-0.175253,-0.876148,-0.850397,-0.0337834,-0.620118,0.373278,0.175516,-0.519615,0.069858,2.06745,2.31642,-0.0489323,-0.0057084,-0.868583,-1.08803,-0.989176,-1.18461,-0.0211526,-0.0107107,0.0191911,0.772782,-0.452924,0.0227142,-0.135605,1.99265,-1.48117,-0.221362,0.168934,0.164511,0.45688,1.2809,0.717893,1.33333,-0.197814,1.51952,-0.0171658,-0.377955,-1.48201,-0.191624,0.739727,-0.554406,0.532834,-0.909884,1.28238,-0.413061,-0.130986,-0.207237,1.92316,-1.59064,-0.454648,0.264847,0.214534,0.303636,1.20841,0.573991,1.06269,-0.188388,1.42881,0.277621,-0.365035,-1.71382,-0.194177,0.434799,-0.738224,0.384238,-1.19019,1.43991,-0.152648,-0.142382,-0.0250872,0.0506697,-0.0353713,0.1533,0.104755,0.0242957,0.0974452,-0.151192,0.0766606,-0.0919655,0.000367222,0.248316,0.232517,-0.047502,0.0773744,-0.105396,-0.0992226,-0.337617,-0.286455,-0.028811,0.0171593,-0.0191242,0.107413,-0.289275,-0.0154707,-0.0236989,0.400222,-0.296601,0.150736,0.0791711,0,-0.0209613,0.0215546,0.138165,-0.199504,0,0.193128,0.363965,-0.040217,0.0600284,0.567966,0.331914,-0.389798,-0.334152,0.175,-0.0458502,-0.0188128,0.120762,0.999984,-0.00211225,0.00454753,0.00254973,1,0,0,0,1,0,0,0,1788272341437464
-0.06,-0.06,0,0,0,0,0,0,0,0,0.15,-0.15,0,0.12,0.12,0,0,-0.06,-0.06,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999582,0.0271053,-0.0271338,0.999628,0.0100004,0.00297236,0.0193846,0.101921,0.227988,-0.1196,-0.1099,-0.0301486,0.0514875,-0.0392934,0.136406,0.0865998,0.019994,0.0843729,-0.143308,-0.0690842,0.0467559,0.00159343,0.168277,0.157127,-0.047443,0.0734389,-0.061642,-0.0594987,-0.108326,-0.0583284,-0.0288763,0.017486,-0.0190679,0.123718,-1.3238,-1.34992,-0.290045,0.0195,-0.19309,-0.812801,-0.951895,-0.346727,-0.666486,0.296235,0.256415,-0.59176,0.0300352,1.91247,2.14778,0.0342814,-0.320726,-0.751281,-0.921995,-1.0645,-1.02833,0.0129957,-0.0153782,-0.00469251,0.741982,-0.413061,-0.130986,-0.207237,1.92316,-1.59064,-0.454648,0.264847,0.214534,0.303636,1.20841,0.573991,1.06269,-0.188388,1.42881,0.277621,-0.365035,-1.71382,-0.194177,0.434799,-0.738224,0.384238,-1.19019,1.43991,-0.442738,-0.184751,-0.267513,1.78107,-1.80148,-0.583646,0.359101,0.256088,0.215567,0.996287,0.599071,0.68674,-0.224703,1.28117,0.468583,-0.423978,-1.89651,-0.175504,0.13633,-0.867369,0.306569,-1.54075,1.56121,-0.1796,-0.1699,-0.0301486,0.0514875,-0.0392934,0.136406,0.0865998,0.019994,0.0843729,-0.143308,0.0809158,-0.103244,0.00159343,0.288277,0.277127,-0.047443,0.0734389,-0.121642,-0.119499,-0.358326,-0.308328,-0.0288763,0.017486,-0.0190679,0.123718,-0.273354,-0.0924863,-0.0361228,0.389309,-0.311669,0.145237,0.0541873,0,-0.0699391,0.0435449,0.165883,-0.216527,5.42101e-20,0.217025,0.299462,-0.0376176,0.0449052,0.551334,0.258471,-0.411907,-0.358559,0.175,-0.0401293,-0.0192362,0.137022,0.999972,-0.00193835,0.00547809,0.004642,1,0,0,0,1,0,0,0,1788272341457246
-0.06,-0.06,0,0,0,0,0,0,0,0,0.15,-0.15,0,0.12,0.12,0,0,-0.06,-0.06,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99939,0.0326275,-0.0326583,0.999464,0.0123477,0.00268693,0.00340913,0.125007,0.309327,-0.145647,-0.135177,-0.0375834,0.0514471,-0.0428432,0.121134,0.0669023,0.0105878,0.0698945,-0.139489,-0.0624115,0.0342325,0.00126817,0.204344,0.196228,-0.0472309,0.0650201,-0.0754513,-0.076592,-0.130335,-0.0795763,-0.0288107,0.0168201,-0.0185183,0.139325,-1.25466,-1.18101,-0.415691,-0.00603849,-0.154501,-0.728249,-1.00683,-0.518433,-0.743639,0.109241,0.39623,-0.649485,-0.0566465,1.68701,1.78745,-0.00648359,-0.459078,-0.632373,-0.761702,-1.08724,-1.06269,-0.00251555,-0.0294786,0.0310256,0.632735,-0.442738,-0.184751,-0.267513,1.78107,-1.80148,-0.583646,0.359101,0.256088,0.215567,0.996287,0.599071,0.68674,-0.224703,1.28117,0.468583,-0.423978,-1.89651,-0.175504,0.13633,-0.867369,0.306569,-1.54075,1.56121,-0.556203,-0.148469,-0.294788,1.61591,-2.08182,-0.656192,0.468602,0.262103,0.298058,0.754862,0.716571,0.352336,-0.208759,1.16437,0.52309,-0.566826,-2.05595,-0.149829,-0.0375951,-0.934734,0.277937,-1.88108,1.68245,-0.205647,-0.195177,-0.0375834,0.0514471,-0.0428432,0.121134,0.0669023,0.0105878,0.0698945,-0.139489,0.0875885,-0.115767,0.00126817,0.324344,0.316228,-0.0472309,0.0650201,-0.135451,-0.136592,-0.380335,-0.329576,-0.0288107,0.0168201,-0.0185183,0.139325,-0.278965,-0.134409,-0.0482886,0.366142,-0.345709,0.133253,0.0257993,0,-0.102692,0.0633376,0.187566,-0.230674,0,0.238738,0.249287,-0.0409637,0.0349314,0.472101,0.245216,-0.431328,-0.39042,0.148644,-0.0434972,-0.0180561,0.150391,0.999948,-0.00179281,0.00667542,0.0074871,1,0,0,0,1,0,0,0,1788272341477268
-0.06,-0.06,0,0,0,0,0,0,0,0,0.15,-0.15,0,0.12,0.12,0,0,-0.06,-0.06,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999105,0.0394848,-0.0395243,0.999216,0.0150516,0.00291139,-0.0193272,0.140886,0.363637,-0.170044,-0.157203,-0.0469638,0.0510648,-0.0455685,0.107201,0.0467029,0.00032313,0.0545785,-0.138771,-0.0529468,0.0206403,-0.000200783,0.235737,0.228393,-0.04923,0.0557007,-0.0866927,-0.0898872,-0.151638,-0.102678,-0.0288047,0.0162565,-0.0170351,0.152945,-1.16937,-1.0283,-0.491568,-0.0256741,-0.119062,-0.674412,-1.00979,-0.461147,-0.764913,-0.00564287,0.527745,-0.701928,-0.0740874,1.45845,1.4634,-0.156706,-0.447154,-0.506389,-0.591691,-1.01675,-1.19357,-0.0039397,-0.0293564,0.0703821,0.560449,-0.556203,-0.148469,-0.294788,1.61591,-2.08182,-0.656192,0.468602,0.262103,0.298058,0.754862,0.716571,0.352336,-0.208759,1.16437,0.52309,-0.566826,-2.05595,-0.149829,-0.0375951,-0.934734,0.277937,-1.88108,1.68245,-0.651781,-0.110785,-0.263562,1.48924,-2.27474,-0.682388,0.579051,0.247833,0.401611,0.580346,0.752304,0.145696,-0.151246,1.07857,0.463558,-0.716659,-2.16339,-0.128775,-0.155294,-0.995317,0.28728,-2.14635,1.77756,-0.230044,-0.217203,-0.0469638,0.0510648,-0.0455685,0.107201,0.0467029,0.00032313,0.0545785,-0.138771,0.0970532,-0.12936,-0.000200783,0.355737,0.348393,-0.04923,0.0557007,-0.146693,-0.149887,-0.401638,-0.352678,-0.0288047,0.0162565,-0.0170351,0.152945,-0.32036,-0.134287,-0.0557569,0.33607,-0.395168,0.121482,0.00510813,0,-0.122675,0.0846056,0.197886,-0.239634,0,0.247358,0.263107,-0.051967,0.029935,0.363832,0.282365,-0.448315,-0.423801,0.0939202,-0.0422754,-0.0159048,0.162889,0.999906,-0.00189181,0.00804626,0.0109732,1,0,0,0,1,0,0,0,1788272341497384
-0.06,-0.06,0,0,0,0,0,0,0,0,0.15,-0.15,0,0.12,0.12,0,0,-0.06,-0.06,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99876,0.0464278,-0.0464805,0.998916,0.017817,0.0033609,-0.0133102,0.138539,0.325328,-0.192,-0.17654,-0.0563171,0.0502268,-0.0478302,0.0939947,0.0269553,-0.00630456,0.0402544,-0.138852,-0.041561,0.00598542,-0.00107936,0.262263,0.255103,-0.054195,0.0477572,-0.0955077,-0.100413,-0.1704,-0.127689,-0.0288861,0.0157238,-0.0152464,0.164144,-1.03556,-0.926326,-0.433275,-0.0572065,-0.112827,-0.651475,-0.965397,-0.205602,-0.665957,0.0114965,0.59188,-0.757899,-0.0131826,1.21882,1.24878,-0.314161,-0.350138,-0.390719,-0.480849,-0.869595,-1.28616,-0.00374297,-0.0237055,0.0855777,0.49845,-0.651781,-0.110785,-0.263562,1.48924,-2.27474,-0.682388,0.579051,0.247833,0.401611,0.580346,0.752304,0.145696,-0.151246,1.07857,0.463558,-0.716659,-2.16339,-0.128775,-0.155294,-0.995317,0.28728,-2.14635,1.77756,-0.697093,-0.0992388,-0.221899,1.41265,-2.33695,-0.676232,0.66669,0.251745,0.447158,0.442609,0.714773,0.0434384,-0.109956,0.97468,0.343485,-0.841322,-2.18862,-0.100331,-0.253405,-1.03223,0.313906,-2.28395,1.79337,-0.252,-0.23654,-0.0563171,0.0502268,-0.0478302,0.0939947,0.0269553,-0.00630456,0.0402544,-0.138852,0.108439,-0.144015,-0.00107936,0.382263,0.375103,-0.054195,0.0477572,-0.155508,-0.160413,-0.4204,-0.377689,-0.0288861,0.0157238,-0.0152464,0.164144,-0.366231,-0.121061,-0.0536257,0.309314,-0.437014,0.111945,-0.00933814,-5.42101e-20,-0.132337,0.106449,0.196815,-0.246562,-2.71051e-20,0.244949,0.303496,-0.0657562,0.0290901,0.270271,0.306016,-0.460932,-0.452385,0.0485735,-0.0338571,-0.0137857,0.173295,0.99985,-0.00206411,0.00943259,0.0144063,1,0,0,0,1,0,0,0,1788272341517468
